pid,precip25,precip75,hotdays25,hotdays75,temp25,temp75
41,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
42,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
43,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
44,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
45,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
46,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
47,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
48,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
49,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
50,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
51,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
52,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
53,1997.416259765625,2516.04931640625,21.62339973449707,56.41426467895508,27.316162109375,28.26164436340332
54,1997.416259765625,2516.04931640625,21.62339973449707,56.41426467895508,27.316162109375,28.26164436340332
55,2438.1728515625,3048.207763671875,64.3544921875,118.54010009765625,28.072446823120117,29.094350814819336
56,2438.1728515625,3048.207763671875,64.3544921875,118.54010009765625,28.072446823120117,29.094350814819336
57,2438.1728515625,3048.207763671875,64.3544921875,118.54010009765625,28.072446823120117,29.094350814819336
58,2438.1728515625,3048.207763671875,64.3544921875,118.54010009765625,28.072446823120117,29.094350814819336
59,2314.05419921875,2915.64208984375,63.0167350769043,119.93966674804688,28.153789520263672,29.19474220275879
60,2314.05419921875,2915.64208984375,63.0167350769043,119.93966674804688,28.153789520263672,29.19474220275879
61,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
62,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
63,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
64,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
65,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
66,1922.6514892578125,2484.184326171875,46.09110641479492,92.066009521484375,27.482166290283203,28.47774314880371
67,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
68,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
69,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
70,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
71,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
72,1913.5966796875,2450.7666015625,38.751983642578125,87.64161682128906,27.71135711669922,28.701269149780273
73,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
74,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
75,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
76,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
77,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
78,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
79,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
80,1997.416259765625,2516.04931640625,21.62339973449707,56.41426467895508,27.316162109375,28.26164436340332
81,1997.416259765625,2516.04931640625,21.62339973449707,56.41426467895508,27.316162109375,28.26164436340332
82,1577.2718505859375,1954.453125,22.71399688720703,43.05126190185547,25.789955139160156,26.644548416137695
83,1577.2718505859375,1954.453125,22.71399688720703,43.05126190185547,25.789955139160156,26.644548416137695
84,1529.0186767578125,1892.602294921875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
85,1529.0186767578125,1892.602294921875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
86,1529.0186767578125,1892.602294921875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
87,1529.0186767578125,1892.602294921875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
88,1529.0186767578125,1892.602294921875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
89,1555.5013427734375,1954.1815185546875,13.894355773925781,35.71489715576172,27.048336029052734,27.845129013061523
90,1555.5013427734375,1954.1815185546875,12.818103790283203,36.49637985229492,27.635406494140625,28.383729934692383
91,1555.5013427734375,1954.1815185546875,12.818103790283203,36.49637985229492,27.635406494140625,28.383729934692383
93,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
94,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
95,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
96,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
97,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
98,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
99,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
100,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
101,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
102,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
103,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
104,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
105,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
106,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
107,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
108,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
109,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
110,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
111,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
112,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
113,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
114,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
115,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
116,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
117,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
118,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
119,1986.024169921875,2526.97607421875,19.728063583374023,53.02546310424805,27.16089630126953,28.13738441467285
120,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
121,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
122,2091.461669921875,2623.8896484375,31.726593017578125,75.940521240234375,28.18830680847168,29.116487503051758
123,2091.461669921875,2623.8896484375,31.726593017578125,75.940521240234375,28.18830680847168,29.116487503051758
124,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
125,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
126,1633.8197021484375,2018.701416015625,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
127,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
128,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
129,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
130,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
131,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
132,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
133,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
134,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
135,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
136,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
137,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
138,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
139,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
140,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
141,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
142,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
143,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
144,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
145,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
146,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
147,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
148,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
149,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
150,1958.9482421875,2509.399169921875,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
151,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
152,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
153,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
154,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
155,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
156,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
157,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
158,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
159,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
160,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
161,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
162,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
163,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
164,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
165,2091.461669921875,2623.8896484375,31.726593017578125,75.940521240234375,28.18830680847168,29.116487503051758
166,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
167,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
168,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
169,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
170,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
171,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
172,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
173,1634.2901611328125,2049.655517578125,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
174,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
175,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
176,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
177,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
178,2595.292724609375,3208.332763671875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
179,2544.237060546875,3177.506591796875,66.40801239013672,120.4771728515625,28.010847091674805,29.00455665588379
180,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
181,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
182,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
183,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
184,2544.237060546875,3177.506591796875,78.3570556640625,139.56903076171875,28.434511184692383,29.466472625732422
185,2445.03271484375,3084.34765625,80.59241485595703,146.18353271484375,28.624483108520508,29.678064346313477
186,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
187,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
188,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
189,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
190,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
191,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
192,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
193,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
194,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
195,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
196,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
197,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
198,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
199,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
200,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
201,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
202,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
203,1633.8197021484375,2018.701416015625,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
204,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
205,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
206,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
207,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
208,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
209,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
210,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
211,1931.5858154296875,2493.2822265625,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
212,1958.9482421875,2509.399169921875,62.306156158447266,122.34785461425781,28.533117294311523,29.505207061767578
213,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
214,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
215,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
216,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
218,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
219,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
220,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
221,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
222,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
223,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
224,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
225,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
226,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
227,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
228,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
229,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
230,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
231,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
232,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
233,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
234,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
235,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
236,1634.2901611328125,2049.655517578125,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
237,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
238,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
239,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
240,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
241,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
242,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
243,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
244,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
245,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
246,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
247,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
248,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
249,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
250,1633.8197021484375,2018.701416015625,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
251,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
252,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
253,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
254,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
255,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
256,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
257,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
258,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
259,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
260,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
261,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
262,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
263,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
264,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
265,1695.497802734375,2097.123046875,51.77500915527344,97.28409576416016,28.771015167236328,29.62565803527832
266,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
267,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
268,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
269,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
270,1633.8197021484375,2018.701416015625,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
271,1634.2901611328125,2049.655517578125,24.261884689331055,58.679683685302734,28.528060913085938,29.336488723754883
272,1634.2901611328125,2049.655517578125,9.3207426071167,25.238683700561523,27.87845802307129,28.63751792907715
273,1956.3328857421875,2505.834228515625,77.95155334472656,148.9455108642578,28.829208374023438,29.79927635192871
274,1956.3328857421875,2505.834228515625,77.95155334472656,148.9455108642578,28.829208374023438,29.79927635192871
275,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
276,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
277,1958.9482421875,2509.399169921875,36.386539459228516,85.78936004638672,28.1698055267334,29.12565803527832
278,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
279,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
280,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
281,2064.5693359375,2616.5078125,27.39708709716797,69.58563232421875,28.0064640045166,28.95347785949707
